"ccode","country","year","onset","warl","gdpenl","lpopl1","lmtnest","ncontig","Oil","nwstate","instab","polity2l","ethfrac","relfrac"
692,"BAHRAIN",1976,0,0,10.1510000228882,5.5683445930481,0,0,1,0,1,-10,0.263893723487854,0.375
692,"BAHRAIN",1977,0,0,12.6070003509521,5.61677122116089,0,0,1,0,1,-10,0.263893723487854,0.375
692,"BAHRAIN",1978,0,0,13.4320001602173,5.66642665863037,0,0,1,0,1,-10,0.263893723487854,0.375
692,"BAHRAIN",1979,0,0,13.0459995269775,5.71373271942139,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1980,0,0,12.8590002059937,5.76519107818604,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1981,0,0,12.7239999771118,5.81114101409912,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1982,0,0,11.4630002975464,5.86646795272827,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1983,0,0,10.1820001602173,5.92425584793091,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1984,0,0,10.293999671936,5.96614694595337,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1985,0,0,10.3479995727539,6.00881338119507,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1986,0,0,9.54699993133545,6.05208921432495,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1987,0,0,9.11900043487549,6.09131002426147,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1988,0,0,8.85499954223633,6.12686920166016,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1989,0,0,9.21100044250488,6.159095287323,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1990,0,0,9.01700019836426,6.1923623085022,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1991,0,0,8.87899971008301,6.22059011459351,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1992,0,0,9.18900012969971,6.24610662460327,0,0,1,0,0,-10,0.263893723487854,0.375
692,"BAHRAIN",1993,0,0,9.69499969482422,6.25382900238037,0,0,1,0,0,-10,0.263893723487854,0.375
